,Role 0,Role 1,Role 2
Role 0,0.5441210441210441,0.4217197967197967,0.03415915915915916
Role 1,0.605966309849805,0.3890133598871463,0.0050203302630487095
Role 2,0.9072085889570553,0.09279141104294479,0.0
