k,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
3,0.40835243463516235,0.8246097575390521,6547.927734375
4,0.4478720426559448,0.7194249065088798,6667.4638671875
5,0.4244731068611145,0.7714156993384588,7193.92041015625
6,0.420418381690979,0.7226762551920708,8060.1884765625
7,0.3803097903728485,0.8192284515378105,7872.54833984375
