role_id,num_nodes,avg_degree,avg_betweenness,avg_closeness,avg_eigenvector,avg_pagerank,avg_clustering_coeff
0,5303,0.0005705317131731532,0.00013325343195511315,0.23219602057287952,0.0006734824169920703,9.20276735732017e-05,0.044976986409074424
1,1,0.1714699302539808,0.42855921156947735,0.4196024295969078,0.6763942701088279,0.02803315376079497,0.0007474185178242812
2,1168,0.0006548266084037734,0.0003629708191619651,0.2995516914813841,0.018927459316389075,9.898713774651427e-05,0.06686546814954243
3,843,0.003533586004401841,0.0019085808907520396,0.284445419400773,0.007208224933268644,0.00041475548270745305,0.04485306399459805
4,285,0.00035184684965473297,1.5440803598020322e-05,0.23722109032730102,0.003738886434476832,6.557278761475324e-05,0.8948760790866054
