k,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
3,0.7612504959106445,0.3467205059479757,9091.7998046875
4,0.6916739344596863,0.4003361920515874,13477.96875
5,0.6603829860687256,0.44001331795702436,17507.935546875
6,0.6512482762336731,0.42138040853113096,21060.599609375
7,0.6549707055091858,0.4096986187519442,25117.564453125
