k,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
3,0.5279602408409119,0.604111606349523,1776.9583740234375
4,0.5669670104980469,0.6285311060247594,2199.667236328125
5,0.5730292201042175,0.5583837360479698,2681.4482421875
6,0.5059395432472229,0.6256728950752228,3288.283447265625
7,0.5139937996864319,0.6305689711267337,3578.2451171875
