k,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
3,0.6338770389556885,0.530556401952042,3315.86279296875
4,0.552749514579773,0.5659954101820427,3908.1103515625
5,0.5496131777763367,0.5226084480609837,4617.056640625
6,0.5487335324287415,0.5179110957604184,5002.35205078125
7,0.5484084486961365,0.501071619327657,5898.318359375
