k,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
3,0.6052960157394409,0.5798926739004013,4242.17138671875
4,0.5689003467559814,0.5336721477690338,4934.984375
5,0.5946792960166931,0.43803653832951783,5355.4951171875
6,0.5817740559577942,0.45417558290740895,6339.1826171875
7,0.5863890647888184,0.46944705837058115,7636.83154296875
