,Role 0,Role 1,Role 2
Role 0,0.9345605340345908,0.01668858096490341,0.048750885000505714
Role 1,0.9821428571428571,0.0,0.017857142857142856
Role 2,0.9620758483033932,0.005988023952095809,0.031936127744510975
