,Role 0,Role 1,Role 2
Role 0,0.3106060606060606,0.509469696969697,0.17992424242424243
Role 1,0.04191336865066999,0.5428482393268931,0.4152383920224369
Role 2,0.02631578947368421,0.7382271468144044,0.23545706371191136
