k,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
3,0.8292151689529419,0.3968232287582421,17989.634765625
4,0.8101718425750732,0.5235768196774298,16973.171875
5,0.6980031728744507,0.5988482980889327,18897.60546875
6,0.6612004637718201,0.6797218538601667,20122.525390625
7,0.6530516743659973,0.6588663640817176,21179.267578125
