,Role 0,Role 1,Role 2
Role 0,0.8984680755898468,0.024152968802415298,0.0773789556077379
Role 1,0.9938650306748467,0.0,0.006134969325153374
Role 2,0.817966903073286,0.0015760441292356187,0.18045705279747834
