role_id,num_nodes,avg_degree,avg_betweenness,avg_closeness,avg_eigenvector,avg_pagerank,avg_clustering_coeff
0,7342,0.0008019449719706413,0.0003117894152704761,0.24720293144560435,0.004001112444645298,0.00011810021924530604,0.08002724328271743
1,244,0.004615577114331265,0.0035861609274348834,0.28803926336034724,0.016574684351042448,0.0005302696443350164,0.08733437968975619
2,14,0.0019175455417066156,0.0005932317662911213,0.27010511017242766,0.005490693663681598,0.00025159979165848776,0.04241284325870792
