k,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
3,0.856357991695404,0.4948146039964137,6488.84326171875
4,0.7365474700927734,0.5866262441232314,7430.79150390625
5,0.6086788177490234,0.684274849355641,7937.939453125
6,0.6235441565513611,0.7197600938275914,7808.3134765625
7,0.6041672825813293,0.7048583979597224,7825.38134765625
