k,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
3,0.4079943299293518,0.8251461726362477,6504.02783203125
4,0.44781455397605896,0.7200913055181034,6615.5673828125
5,0.5066839456558228,0.6688818302983217,7222.89306640625
6,0.42088618874549866,0.7235784917583059,7970.14599609375
7,0.3730311691761017,0.8128830454316824,7786.771484375
