k,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
3,0.7593821883201599,0.347593102475575,8988.62109375
4,0.6868756413459778,0.4019475401280233,13377.1875
5,0.6609115600585938,0.437052991906118,17396.609375
6,0.651847243309021,0.42190863186414135,20814.984375
7,0.6540759801864624,0.41250937080043115,24861.0546875
