k,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
3,0.9496606588363647,0.3326644029107992,20701.458984375
4,0.9043281674385071,0.35233267482875985,31432.673828125
5,0.8705997467041016,0.45770255519894365,33434.57421875
6,0.830138087272644,0.4252969102262126,44327.40234375
7,0.8075190782546997,0.45668464761307,52303.203125
