,Role 0,Role 1,Role 2
Role 0,0.8796550837568974,0.11710143781025652,0.0032434784328461523
Role 1,0.6399697362732382,0.35689580631214873,0.0031344574146130568
Role 2,0.7354260089686099,0.13004484304932734,0.13452914798206278
