k,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
3,0.4209522008895874,0.7324633733568704,197.01356506347656
4,0.4357476234436035,0.7368944213878291,229.70834350585938
5,0.3991751968860626,0.7796297465103523,220.84393310546875
6,0.39446821808815,0.8114779804122466,202.32369995117188
7,0.392993301153183,0.8427114869150357,194.63369750976562
