k,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
3,0.5110372304916382,0.597456083931884,233.7285614013672
4,0.5288841128349304,0.5673204754211194,283.61383056640625
5,0.5050948262214661,0.5451805365086125,300.47381591796875
6,0.5393552184104919,0.4807348300191534,373.7884826660156
7,0.5702085494995117,0.4462431906210202,536.5836181640625
