k,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
3,0.36382928490638733,0.8762877628877818,112.12869262695312
4,0.31454911828041077,0.9090275691161812,98.50228881835938
5,0.2824684679508209,1.0418993730142603,90.38955688476562
6,0.2843223512172699,0.9946463593114502,82.78480529785156
7,0.3250271677970886,0.8768718266764672,93.96871185302734
