k,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
3,0.5358090400695801,0.565396284513772,235.71080017089844
4,0.5454196929931641,0.5133189580645358,260.2522277832031
5,0.5189878940582275,0.5135200439292124,271.9786071777344
6,0.5458656549453735,0.4823337960713856,365.8099060058594
7,0.5245704054832458,0.47551823409505,407.13250732421875
