k,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
3,0.5141009092330933,0.5935245665608221,234.96530151367188
4,0.5329224467277527,0.5640108746988782,286.6809387207031
5,0.5158641934394836,0.5457316710005989,302.5423583984375
6,0.5464386343955994,0.47257516475295197,380.13690185546875
7,0.5796869397163391,0.43495550409004596,551.0914306640625
