,Role 0,Role 1,Role 2
Role 0,0.5117370892018779,0.24460093896713614,0.24366197183098592
Role 1,0.522567703109328,0.22868605817452356,0.24874623871614845
Role 2,0.5312180143295804,0.2538382804503582,0.21494370522006143
