k,Silhouette Score,Davies-Bouldin Index,Calinski-Harabasz Index
3,0.5045775771141052,0.5752159499301094,230.1837158203125
4,0.5120767951011658,0.49758743909707825,207.94578552246094
5,0.5577976107597351,0.4552940815655118,340.50927734375
6,0.5400497913360596,0.45086759101134616,369.94561767578125
7,0.5428016781806946,0.45609214647871904,497.82623291015625
